Moisture,Temperature,pH,Support Growth
92.21,3.22,3.68,No
20.58,9.45,4.97,No
44.86,25.17,10.18,No
96.22,24.68,3.39,No
6.32,5.21,8.15,No
90.3,0.29,9.53,No
2.26,30.84,1.75,No
78.92,44.27,10.41,No
97.87,12.64,13.45,No
17.33,10.43,0.25,No
9.07,44.07,4.58,No
51.52,42.07,13.58,No
8.57,43.49,13.44,No
30.48,47.04,13.58,No
73.78,30.2,12.99,Yes
47.85,0.58,0.41,No
34.49,43.38,6.8,No
47.67,36,4.23,No
59.47,5.06,6.5,No
80.59,26.74,5.7,No
73.74,35.23,6.86,No
75.31,26.95,3.64,No
2.27,5.47,12.88,No
70.75,9.99,12.44,No
67.87,3.46,4.05,No
24.19,43.84,4.93,No
24.64,22.59,7.19,No
72.57,49.39,3.27,No
73.36,43.01,12.85,No
38.47,45.93,10.6,No
7.04,11.81,4.39,No
98.83,20.98,12.17,No
93.2,40.37,2.64,No
24.79,7.52,3.4,No
26.17,23.78,13.21,No
69.02,18.11,3.73,No
37.61,33.15,4.86,No
89.77,4.01,5.47,No
5.79,2.1,10.39,No
19.24,22.1,1.17,No
83.92,16.15,6.66,No
53.97,46.25,7.74,No
15.89,39.78,7.54,No
24.19,46,5.32,No
25.89,30.05,6.28,Yes
31.97,25.32,8.11,No
44.57,3.51,13.1,No
30.32,19.85,4.39,No
79.05,18.93,12.94,No
3.11,12.11,9.57,No
70.44,27.92,1.8,No
26.58,47.57,2.21,No
49.65,20.5,6.38,Yes
5.47,2.57,12.75,No
60.95,21.47,7.46,No
20.12,8.93,12.47,No
5.34,48.39,3.02,No
27.79,48.96,8.96,No
50.26,42.22,11.13,No
92.06,1.65,6.17,No
31.44,30.27,13.59,Yes
54.48,17.22,7.03,Yes
10.63,34.78,13.5,No
73.25,5.76,5.57,No
76.4,14.48,2.29,No
96.49,1.37,5.12,No
18.11,20.73,3.33,No
75.87,46.45,10.14,No
77.24,46.11,4.55,No
47.08,43.95,6.94,No
91.53,5.82,13.93,No
13.35,17.2,6.91,No
24.14,37.48,8.35,No
44.31,4.95,2.78,No
66.6,0.04,3.47,No
87.61,29.31,9.94,No
63.44,46.17,8.86,No
25.03,1.46,6.26,No
24.64,35.17,13.67,No
2.56,25.5,1.73,No
12.18,36.48,4.38,No
48.3,27.31,2.32,No
83.42,37.77,1.76,No
79.39,3.84,3.28,No
25.71,35.69,6.78,No
70.54,8.87,4.77,No
97.15,4.91,13.77,No
29.84,11.64,13.23,No
90,33.67,0.88,No
52.21,33.53,8.89,Yes
80.44,39.85,13.9,No
91.17,28.53,1.86,No
31.79,33.6,8.15,No
47.12,3.01,0.6,No
26.95,9.64,1.38,No
65.46,49.7,11.55,No
30.21,27.17,4.02,No
14.23,10,12.48,No
92.04,39.96,9.6,No
65.03,33.21,10.24,Yes
18.97,12.76,1.48,No
65.66,8.28,3.1,No
11.73,12.1,6.41,No
22.81,41.93,11.62,No
44.34,17.96,2.93,No
27.6,9,1.96,No
1.41,42.52,5.73,No
56.42,15.78,5.62,Yes
52.38,44.62,10.52,No
6.44,48.16,3.48,No
40.32,4.94,6.46,No
28.64,1.79,7.51,No
47.19,0.44,3.58,No
62.05,8.83,8.27,No
25.54,18.02,5.59,No
14.44,49.98,3.85,No
12.66,24.57,3.73,No
4.14,47.38,4.89,No
4.97,26.92,10.29,No
42.69,18.06,3.34,No
81.9,4.03,4.51,No
70.42,18.84,13.62,No
78.83,12.17,0.71,No
40.93,4.17,7.71,No
16.89,44.14,9.82,No
25.56,17.53,0.8,No
72.06,28.26,7.02,Yes
49.59,2.13,2.18,No
72.58,18.61,6.29,Yes
52.57,19.05,3.04,No
17.32,4.04,5.92,No
54.74,30.19,7.4,Yes
13.51,45.79,5.44,No
42.51,24.16,4.95,No
23.5,36.75,11.85,No
76.76,43.22,0.32,No
94.56,33.63,4.43,No
65.89,15.18,2.68,No
48.12,15.21,5.68,No
75.01,15.08,9.6,No
57.89,2.22,2.15,No
16.67,25.76,3.51,No
73.4,20.55,13.42,No
93.82,8.17,6.96,No
72.59,43.16,8.37,No
89.79,19.97,6.32,No
5.96,47.4,4.4,No
46.94,9.78,10.27,No
18.83,9.11,7.45,No
57.79,43.59,12.84,No
18.62,47.63,11.8,No
89.41,49.19,6.6,No
96.45,33.52,11.78,No
99.89,3.27,10.32,No
59.49,25.75,7.43,No
62.39,18.01,5.85,Yes
52.73,2.61,2.16,No
4.87,5.6,1.43,No
3.28,20.51,8.13,No
84.57,16.28,5.02,No
78.44,29.6,8.17,No
95.2,27.39,1.74,No
11.84,40.61,12.58,No
16.43,45.67,3.24,No
78.1,28.96,12.87,No
7.57,4.86,1.28,No
92.44,1.28,13.33,No
25.84,43.79,1.21,No
67.11,27.53,9.57,No
24.62,42.85,11.48,No
26.62,24.91,10.28,No
77.51,5.54,6.09,No
45.98,12.06,0.53,No
43.62,43.15,11.06,No
82.93,14.54,8.61,No
27.14,22.73,9.65,No
23.67,29.89,13.09,No
48.52,16.87,11.08,No
52.07,31,2.12,Yes
78.13,13.68,11.91,No
27.07,24.58,4.15,No
87.57,21.2,4.29,No
75.36,46.77,9.94,No
91.57,1.81,4.13,No
49.31,47.57,7.76,No
31.45,37.91,10.28,No
43.92,8.59,9.17,No
19.18,29.1,4.12,No
34.99,44.9,4.75,No
56.42,36.87,6.67,No
29.57,25.86,1.53,No
22.96,45.78,8.43,No
60.14,40.81,4.65,No
15.83,25.65,3.11,No
51.11,4.78,1.39,No
82.34,43.33,5.08,No
75.14,35.22,13.02,No
42.94,30.19,13.19,Yes
39.97,7.34,8.89,No
27.5,49.17,1.39,No
81.23,44.86,11.24,No
90.47,0.82,10.92,No
75.33,2.44,12.4,No
75.57,34.9,7.7,No
95.27,34.61,2.27,No
97.89,34.2,1.66,No
43.39,41.71,12.08,No
8.98,12.66,5.39,No
11.17,47.32,1.29,No
54.39,33.36,3.85,Yes
74.35,29.82,12.95,Yes
50.3,35.28,0.77,No
93.58,8.55,3.93,No
34.58,9.94,10.01,No
76.81,39.4,0.06,No
50.34,3.47,3.77,No
27.38,12.97,4.71,No
36.36,47.55,13.36,No
77.79,16.88,3.42,No
11.14,37.86,12.79,No
43.79,34.8,8.67,No
35.31,47.09,3.71,No
14.66,49.17,1.9,No
70.27,13.01,1.82,No
79.08,7.28,7.58,No
94.68,43.23,9.88,No
63.27,49.04,8.4,No
1.65,20.03,4.69,No
83.52,36.21,8.06,No
6.39,12.33,1.3,No
72.47,28.1,9.39,No
90.67,2.3,8.73,No
69.29,38.83,5.43,No
33.69,48.75,13.28,No
24.38,21.53,12.59,No
4.2,37.25,1.79,No
67.76,8.33,9.33,No
96.69,13.09,7.43,No
31.59,43.64,9.3,No
40.89,45.14,1.83,No
62.09,44.09,13.64,No
95.58,31.42,2.21,No
69.79,49.32,10.9,No
26.89,3.28,9.66,No
80.07,23.15,8.25,No
17.05,9.3,2.4,No
70.37,1.99,8.39,No
49.15,47.56,3.87,No
7.51,18.85,0.67,No
4.15,20.38,9.99,No
4.64,40.59,4.97,No
64.69,17.02,4.16,No
19.85,9.78,7.57,No
27.61,13.26,12.43,No
90.7,26.29,6.27,No
11.48,36.48,3.26,No
81.89,26.24,2.59,No
80.38,2.77,7.85,No
2.17,45.84,2.81,No
64.73,8.82,13.53,No
89.7,7.6,3.89,No
91.14,22.01,9.92,No
44.41,11.67,8.48,No
27.35,14.08,11.6,No
59.95,32.7,14,Yes
0.88,2.45,13.36,No
75.71,41.97,1.22,No
41.15,12.97,13.43,No
41.86,38.79,5.26,No
28.78,16.09,6.1,Yes
43.42,30.93,9.4,Yes
75.64,46.65,9.41,No
15.54,47.97,2.97,No
74.27,42.13,2.13,No
90.52,9.26,3.83,No
24.31,47.31,6.47,No
96.35,17.42,7.78,No
86.77,5.15,3.24,No
44.04,38.61,3,No
69.97,6.23,4.8,No
96.79,8.16,0.76,No
19.53,35.92,6.14,No
20.9,25.44,0.9,No
62.03,8.86,12.85,No
8.68,29.74,8.11,No
84.86,26.98,1.23,No
80.97,22.23,2.04,No
15.96,11.15,5.27,No
92.93,0.8,3.45,No
33.74,34.99,10.63,No
3.89,39.55,12.3,No
57.58,39.36,12.67,No
50.53,5.37,1.35,No
53.66,17,6.8,Yes
49.48,32.79,5.34,No
28.35,48.36,1.51,No
30.53,33.91,13.76,No
85.57,35.96,8.13,No
47.85,28.57,5.54,No
72.81,38.21,10.65,No
27.48,37.11,9.93,No
18.45,48.17,5.15,No
43.8,44.47,10.76,No
95.93,5.7,3.02,No
75.36,14.06,6.06,No
97.32,13.72,3.96,No
78.99,18.47,5.33,No
20.8,3,3.75,No
48.18,9.51,10.13,No
73.18,7.61,9.33,No
64.19,18.62,0.47,No
84.05,23.49,8.4,No
33.4,29.96,8.23,Yes
21.8,46.58,11.66,No
14.15,16.68,8.81,No
46.35,15.77,10.86,No
11.25,17.03,9.6,No
8.69,19.7,7.89,No
10.89,16.15,4.77,No
62.24,42.91,1.95,No
31.26,32.83,10.43,No
41.47,27.94,11.75,No
31.16,39.79,4.48,No
90.47,16.78,2.28,No
18.92,2.76,6.29,No
86.61,29.88,0.42,No
92.89,25.2,0.67,No
14.32,27.23,4.65,No
2.95,43.65,2.71,No
58.19,8.28,1.32,No
69.74,3.9,1.6,No
58.25,8.84,5.74,No
67.9,48.76,13.49,No
89.94,4.03,0.46,No
8.07,37.42,11.2,No
17.76,33.19,13.85,No
94.72,24.75,3.57,No
64.15,15.99,12.67,No
87.02,33.34,1.54,No
34.81,5.05,8.27,No
13.74,17.26,2.54,No
48.58,21.59,13.2,No
17.16,43.44,9.84,No
5.6,19.38,1.09,No
84.7,39.7,11.76,No
89.45,23.07,0.65,No
94.09,47.74,6.81,No
77.61,2.01,11.5,No
63.67,13.9,8.47,No
78.22,23.77,10.14,No
79.42,24.35,0.78,No
42.26,7.01,0.59,No
31.6,1.98,4.42,No
36.09,45.24,10.1,No
68.43,38.65,10.99,No
9.3,7.43,7.92,No
20.76,28.76,2.52,No
0.04,34.54,11.31,No
3.37,25.95,5.2,No
49.64,16.34,2.29,No
59.01,25.74,11.49,No
55.24,3.08,12.12,No
89.25,21.51,7.05,No
73.5,14.32,9.87,No
55.3,35.4,4.58,No
18.56,19.09,0.94,No
46.42,37.29,13.16,No
6.9,10.68,13.76,No
51.93,49.99,11.28,No
3.96,46.8,5.81,No
13.75,29.57,11.67,No
86.57,8.02,12.8,No
72.8,34.8,4.06,Yes
50.32,13.11,7.57,No
98.79,10.9,5.97,No
19.28,14.01,1.25,No
78.68,42.42,3.11,No
8.47,42.5,2.93,No
49.85,34.32,6.7,Yes
65.58,8.4,3.86,No
6.49,22.12,0.3,No
22.68,42.73,13.88,No
36.79,41.3,11.36,No
13.77,49.78,11.84,No
34.7,38.86,7.81,No
90.32,40.92,0.74,No
59.9,18.69,5.96,Yes
21.84,19.59,11.91,No
77.02,13.8,8.9,No
61.69,40.71,5.19,No
7.34,49.44,10.23,No
81.26,33.62,3.96,No
33.17,12.5,6.72,No
74.52,23.36,9.3,No
63.05,1.36,3.34,No
25.68,9.98,9.24,No
28.26,38,0.71,No
95.73,8.79,13.89,No
77.49,27.11,11.23,No
67.27,45.02,11.12,No
41.85,12.63,12.58,No
41.94,17.61,6.35,Yes
88.27,27.34,4.89,No
73.49,10.76,7.71,No
74.33,15.33,12.01,No
13.74,31.85,6.93,Yes
11.7,12.78,7.86,No
26.32,2.58,6.17,No
1.13,9.41,10.76,No
51,7.15,6.74,No
36.05,41.9,6.35,No
11.11,34.48,11.22,No
68.02,19.98,10.32,No
28.02,1.07,2,No
88.78,38.59,0.31,No
94.47,39.31,8.84,No
99.75,29.25,2.06,No
95.45,6.26,8.35,No
54.24,40.64,8.51,No
52.12,8.87,1.2,No
11.88,4.6,5.68,No
85.51,3.85,6.57,No
24.01,43.88,4.94,No
98.42,42.38,5.96,No
38.48,45.45,10.46,No
42.25,2.39,1.96,No
38.43,38.09,0.09,No
4.11,48.43,5.95,No
50.34,31.62,4.76,Yes
71.43,22.55,10.54,No
94.01,37.46,2.73,No
92.31,41.06,0.39,No
69.36,41.56,10.83,No
99.75,47.93,4.45,No
60.05,31.95,5.32,Yes
54.98,2.74,10.59,No
75.84,26.31,4.25,No
49.05,30.95,2.43,Yes
32.25,41.59,13.91,No
46.66,19.83,0.39,No
77.88,18.24,5.86,No
53.94,21.09,8,No
16.03,18.93,8.29,No
90.21,47.87,3.57,No
25.63,35.72,8.68,No
54.42,30.35,7.81,Yes
61.41,18.09,7.12,Yes
81.23,31.37,8.74,No
77.53,33.24,5.99,No
68.57,47.22,3.87,No
14.96,24.09,6.45,Yes
24.4,22.28,6.97,No
43.33,48.58,3.92,No
86.11,4.67,4.74,No
50.35,48.9,0.44,No
36.48,7.15,6.81,No
59.52,7.14,2.35,No
66.52,29.85,8.47,Yes
58.09,13.02,9.19,No
96.73,35.66,9.68,No
11.13,9.63,3.95,No
35.22,36.01,5.7,No
65.06,49.27,4.94,No
41.53,31.69,0.71,Yes
89.14,13.95,8.34,No
89.63,31.6,10.74,No
5.85,9.98,11.94,No
70.36,49.89,11.9,No
56.75,46.67,10.71,No
96.81,23.76,8.03,No
23.92,12.89,12.35,No
73.16,16.43,11.23,No
12.45,25.47,9.88,No
97.89,41.08,4.51,No
29.04,3.17,12.47,No
98.99,1.06,9.01,No
81.33,34.97,12.35,No
83.59,17.81,13.95,No
36.38,46.19,13.51,No
83.34,15.45,6.31,No
52.55,27.44,1.51,No
25.74,4.54,1.62,No
72.91,26.52,11.01,No
59.47,4.81,2.82,No
8.55,43.33,8.3,No
13.6,26.26,9.61,No
74.03,12.74,6.78,No
82.28,24.73,7.09,No
34.91,36.96,4.01,No
28.72,27.81,7.35,No
59.46,12.68,2.1,No
71.57,29.79,4.86,Yes
45.14,46.17,1.33,No
2.6,43.65,2.57,No
85.28,41.5,0.32,No
55.77,49.16,11.4,No
72.72,9.29,3.37,No
16.6,36.22,10.44,No
88.07,22.33,6.59,No
60.78,47.39,4.4,No
41.64,27.45,9.3,No
49.9,13.82,0.77,No
51.93,35.21,11.13,No
54.53,30.47,11.31,Yes
52.94,12.69,12.51,No
18.81,24.72,3.29,No
64.86,33.42,9.96,Yes
84.24,13.66,4.92,No
97.26,20.72,8.58,No
2.25,33.16,13.65,No
7.81,49.2,0.57,No
99.46,32.82,7.93,No
72.49,19.66,3.01,No
75.36,19.29,10.12,No
73.14,33.92,3.79,Yes
34.96,30.88,2.97,Yes
56.32,20.74,8.98,No
92.63,44.01,1.84,No
7.84,0.92,3.17,No
47.55,34.88,13.67,No
55.36,21.55,8.73,No
86.21,13.32,4.5,No
15.64,16.71,0.48,No
15.44,48.31,9.24,No
80.3,8.89,12.48,No
15.71,43.14,0.3,No
52.69,47.42,5.89,No
95.75,9.11,3.22,No
33.8,0.06,10.74,No
84.96,14.9,1.87,No
82.13,18.26,2.4,No
56.69,6.66,0.43,No
4.54,3.3,3.05,No
86.81,21.47,4.7,No
90.35,13.86,3.05,No
27.55,35.66,8.52,No
63.96,32.28,0.81,Yes
71.55,27.84,7.2,Yes
98.85,11.02,8.49,No
69.41,19.79,10.08,No
31.37,28.53,3.21,No
57.41,27.01,9.98,No
51.77,47.09,0.3,No
6.53,8.82,6.79,No
90.18,39.86,10.04,No
21.13,46.92,3.94,No
20.43,46.85,5.35,No
97.12,2.55,3.12,No
25.04,16.57,11.32,No
66.44,33.43,8.14,Yes
85.58,0.91,9.87,No
99.1,16.65,5.19,No
3.59,38.39,1.08,No
27.01,4.14,3.46,No
20.43,14.39,2.68,No
7.35,10.71,13.88,No
62.66,6.02,3.66,No
99.46,45.82,12.57,No
12.66,35.76,7.24,No
65.72,32.69,11.97,Yes
13.57,48.2,6.37,No
44.87,41.6,11.69,No
91.3,39.78,5.27,No
37.94,30.66,2.4,Yes
51.81,7.7,7.71,No
8.09,42,11.33,No
17.67,24.57,3.03,No
72.51,29.18,4.87,No
79.46,29.63,7.88,No
94.79,42.38,9.24,No
7.02,36.6,6.92,No
33.95,3.52,2.74,No
38.21,37.47,2.9,No
27.51,30,3.03,Yes
65.94,48.57,10.3,No
34.35,48.71,7.42,No
19.19,43.4,5.28,No
1.56,24.51,7.02,No
71.97,45.18,9.61,No
84.95,34.84,7.29,No
9.38,41.39,10.38,No
56.57,44.08,7.99,No
4.54,46.86,6.2,No
34.12,9.34,13.44,No
42.57,32.81,7.94,No
21.97,47.15,7.07,No
61.69,10.78,13.82,No
80.64,38.2,3.55,No
95.14,7.06,0.68,No
66.85,16,10.53,No
83.21,1.67,9.56,No
97.53,31.92,0.75,No
87.31,29.1,0.74,No
33.66,13.08,10.86,No
52.62,10.2,9.8,No
22.18,46.05,8.96,No
26.35,6.25,1.51,No
13.29,37.9,7.41,No
18.84,43.55,4.83,No
46.23,26.23,11.7,No
10.14,0.31,13.05,No
57.19,27.31,1.4,No
24.88,26.87,7.83,No
5.44,37.08,1.79,No
74.48,9.54,5.18,No
4.83,24.79,9.54,No
23.7,2.31,6.48,No
64.66,4.4,0.21,No
88.8,35.55,5.35,No
35.5,33.42,9.64,No
61.27,38.38,2.7,No
35.77,46.99,12.3,No
72.28,43.11,9.2,No
33.32,41.05,6.49,No
95.67,14.73,6.4,No
56.65,40.53,6.48,No
2.62,35.58,5.44,No
86.11,13.82,3.79,No
79.83,22.54,3.24,No
2.34,33.61,2.87,No
96.38,28.31,6.93,No
74.07,13.9,9.16,No
38.16,24.12,2.32,No
4.4,36.49,8.2,No
0.54,27.85,4.06,No
92.15,22.94,0.25,No
76.23,42.79,6.67,No
53.88,47.88,12.13,No
43.97,28.89,8.2,No
83.47,38.35,13.08,No
17.72,27.61,7.83,No
53,30.85,1.64,Yes
92.27,32.76,5.89,No
88.7,49.07,0.21,No
44.3,29.16,10.92,No
28.01,39.68,5.8,No
62.53,24.75,0.81,No
85.92,8.69,0.54,No
16.64,35.06,5.48,No
32.84,40.61,4.52,No
89.17,24.25,10.27,No
46.85,31.79,0.32,Yes
22.46,42.27,10.18,No
32.14,29.61,5.38,Yes
19.73,18.85,5.54,No
25.48,33.56,3.68,No
74.59,28.55,12.56,No
24.32,47.09,11.26,No
93.88,20.4,7.02,No
55.33,23.91,3.48,No
62.13,33.29,5.47,Yes
0.88,48.33,2.39,No
75.56,19.36,6.43,Yes
88.76,43.74,10.42,No
71.67,23.42,6.07,Yes
40.79,24.51,13.26,No
55.3,45.79,7.73,No
31.15,40.18,9.23,No
45.64,38.73,10.7,No
12.96,34.69,1.26,No
27.67,39.15,10.23,No
54.47,14.37,7.12,No
65.85,0.08,6.22,No
40.12,37.14,12.71,No
62.71,45.03,1.21,No
85.8,37.34,9.9,No
57.42,21.19,1.03,No
15.3,6.84,2.47,No
86.98,28.48,4.3,No
17.27,45.33,6.39,No
96.74,7.86,5.39,No
26.83,25.62,11.8,No
31.46,49.54,2.16,No
17.23,24.74,0.1,No
0.66,35.7,9.24,No
45.97,22.47,8.18,No
97.55,48.12,0.43,No
82.82,10.97,5.37,No
87.88,11.29,11.84,No
63.94,35.4,11.6,No
35.5,26.38,2.39,No
56.49,7.02,13.26,No
2.47,49,13.57,No
15.19,23.24,4.75,No
99.19,18.77,0.17,No
5.94,28.19,4.87,No
40.12,25.8,1.44,No
32.91,35.13,10.92,No
71.51,25.37,1.59,No
83.88,38.62,4.79,No
19.68,14.82,13.47,No
25.31,3.71,3.63,No
47.11,26.43,9.56,No
35.42,12.55,6.71,No
33.18,23.7,4.07,No
74.27,26.51,12.04,No
77.7,39.08,11.4,No
76.83,7.71,5.7,No
16,44.69,8.41,No
39.93,4.42,10.36,No
67.1,16.43,12.74,No
87.5,5.37,9.32,No
29.85,4.12,4.58,No
51.03,32.31,6.22,Yes
55.32,17.33,3.43,No
47.73,3.59,9.11,No
9.14,21.8,3.88,No
21.31,40.17,12.36,No
28.93,6.8,4.23,No
82.09,35.15,4.3,No
81.2,30.33,10.38,No
66.27,18.61,1.24,No
63.14,11.72,12.35,No
55.1,41.42,5.08,No
73.21,15.89,11.73,No
70.28,39.4,7.03,No
82.68,37.02,1.18,No
95.01,41.68,9.59,No
64.31,37.12,6.24,No
23.55,33.73,8.65,No
96.08,1.18,10.79,No
80.39,41.25,3.81,No
46.25,31.41,12.35,Yes
98.27,40.07,5.48,No
54.11,6.17,2.44,No
16.27,49.18,0.15,No
20.83,7.19,6.23,No
42.29,11.36,12.62,No
72.13,8.12,11.5,No
48.02,36.15,10.45,No
85.28,30.42,3.86,No
48.77,4.99,5.44,No
20.22,34.73,9.61,No
75.11,47.29,7.43,No
89.57,22.38,3.71,No
65.94,39.71,12.63,No
11.27,2.25,1,No
39.62,6.39,5.01,No
65.13,45.63,7.16,No
78.1,27.42,8.31,No
24.06,48.12,3.13,No
86.12,3.77,2.2,No
14.37,11.92,1.45,No
47.84,10.45,2.54,No
80.71,24.15,11.89,No
1.3,15.27,1,No
55.25,12.56,8.92,No
3.55,0.83,8.7,No
63.42,43.33,2.71,No
7.52,18.03,7.11,No
71.66,4.36,12,No
45.42,19.4,6.41,Yes
60.54,34.44,9.75,Yes
56.92,32.82,1.01,Yes
9.34,25.23,3.8,No
43.25,47.86,9.82,No
25.03,22.8,12.89,No
49.75,17.35,7.09,No
68.27,40.26,6.78,No
79.07,14.9,4.83,No
8.5,38.78,7.95,No
86.64,23.66,10.33,No
88.81,31.01,13.6,No
77.76,48.95,4.91,No
2.22,40.98,12.07,No
46.49,10.42,12.52,No
43.89,48.49,2.35,No
22.09,12.44,12.25,No
15.78,13.03,12.01,No
29.07,38.65,9.07,No
29.9,32.39,2.96,No
20.98,18.11,2.17,No
41.54,39.55,13.22,No
33.35,44.2,8.64,No
58.45,48.1,12.69,No
61.04,48.23,6.38,No
31.34,42.45,9.43,No
52.39,2.93,5.14,No
19.9,21.93,4.27,No
41.45,49.39,9.74,No
50.26,24.42,6.26,Yes
89.54,5.59,3.33,No
34.32,36.74,4.32,No
3.45,4.23,3.66,No
81.85,8.58,7.08,No
42.9,38.12,13.39,No
93.46,16.51,3.95,No
11.56,37.94,8.78,No
16.51,3.4,3.39,No
22.58,33.7,4.55,No
29.67,45.07,2.32,No
21.99,40.51,0.21,No
30.09,47.97,13.65,No
92.17,44.94,6.15,No
65.03,37.97,10.43,No
68.79,4.68,3.46,No
55.05,39.42,4.39,No
57.08,11,13.78,No
60.04,9.43,1.38,No
21.02,1.15,9.85,No
90.11,49.17,8.88,No
90.17,38.16,5.22,No
18.97,23.73,9.45,No
93.49,30.32,6.4,Yes
76.22,46.27,13.21,No
57.32,44.27,8.02,No
57.6,6.84,9.06,No
51.67,23.65,4.52,No
25.32,32.38,7.92,No
97.44,18.16,13.27,No
71.75,23.22,13.48,No
89.22,17.37,2.79,No
57.71,34.5,8.75,Yes
42.6,20.33,0.14,No
76.67,9.6,10.47,No
48.4,9.18,2.81,No
82.04,19.93,9.26,No
45.71,15.23,4.18,No
82.04,21.14,11.3,No
19.44,4.46,12.25,No
60.09,31.38,0.74,Yes
64.55,9.36,3.96,No
73.83,2.48,6.18,No
30.03,17.21,3.75,No
66.46,44.17,5.65,No
74.04,7.31,9.47,No
76.35,32.19,4.77,No
70.46,30.32,8.9,Yes
87.35,32.06,7.72,No
59.74,40.87,10.6,No
22.09,10.22,2.22,No
39.04,8.55,5.59,No
57.44,27.21,0.87,No
79.38,31.6,2.01,No
32.8,40.54,4.94,No
74.2,5.95,9.68,No
27.08,9.17,1.82,No
15.82,4.41,6.58,No
49.13,41.8,4.24,No
86.69,20.59,11.59,No
17.56,28.18,10.06,No
45.13,9.22,3.13,No
5.47,19.53,5.7,No
28.58,45.1,5.77,No
37.92,24.38,10.21,No
48.33,19.27,10.53,No
31.99,3.65,6.27,No
24.08,38.86,8.07,No
11.49,19.46,4.53,No
43.92,11.75,11.56,No
55.42,5.78,4.24,No
23.86,19.5,7.1,No
2.74,21.17,4.25,No
91,9.68,6.95,No
96.33,47.8,5.51,No
11.64,10.79,6.49,No
81.95,1.01,6.4,No
20.55,39.46,5.18,No
76.4,16.51,9.13,No
21.43,25.16,3.32,No
92.25,13.08,1.72,No
76.51,14.51,2.2,No
39.56,29.98,13.21,Yes
86.86,39.02,5.61,No
29.87,28.22,6.43,Yes
64.52,25.55,4.95,No
96.04,14.01,5.36,No
48.89,5.79,6.07,No
93.04,15.68,3.64,No
97.28,6.28,4.26,No
16.9,27.51,3.3,No
16.79,32.7,12.18,No
5.54,45.49,2.52,No
97.3,28.9,6.2,No
10.93,41.07,3.14,No
2.13,39,5.66,No
61.08,33.02,0.58,Yes
13.46,24.22,10.26,No
17.49,24.09,11.51,No
14.74,9.71,2.73,No
0.81,0.38,2.78,No
66.66,18.89,1.31,No
48.93,44.7,7.25,No
34.4,5.77,5.02,No
83.06,43.79,0.53,No
54.01,15.44,9.55,No
68.42,24.74,4.28,No
76.39,45.23,3.79,No
41.6,13.18,3.93,No
78.76,43.93,6.75,No
42.13,7.52,13.09,No
92.64,12.11,1.53,No
41.91,35.54,13.81,No
46.08,41.51,10.35,No
99.64,4.4,3.44,No
27.45,29.15,13.25,No
56.44,19.97,1.95,No
1.49,35.76,2.75,No
86.01,43.57,5.36,No
31.88,32.34,8.01,No
40.35,17.46,1.87,No
51.3,27.61,4.13,No
69.5,5.6,6.81,No
99.52,36.57,5.39,No
18.31,28.76,6.61,No
6.77,19.2,6.14,Yes
66.58,13.92,11.06,No
98.2,13.63,13.82,No
62.16,15.43,12.06,No
18.52,31.35,5.45,No
56.3,3.55,12.19,No
20.58,30.54,7.38,No
7.3,8.82,5.55,No
80.29,12.46,2.73,No
33.17,39.59,9.94,No
19.91,1.15,2.03,No
1.85,14.94,1.76,No
2.97,3.44,11.06,No
72.01,16.05,10.8,No
29.04,5.82,7.48,No
49.89,21.03,12.73,No
8.58,49.92,1.51,No
81.11,47.43,10.45,No
87.47,43.93,9.89,No
54.22,7.71,9.16,No
65.14,14.69,5.76,No
10.49,14.18,10.91,No
94.75,15.31,8.43,No
74.81,42.38,10.68,No
73.82,17.84,8.73,No
40.58,14.72,10.33,No
76.71,36.38,2.46,No
9.2,18,9.88,No
90.6,36.78,0.85,No
28.41,1.01,2.21,No
81.79,17.47,7.94,No
76.25,36.77,0.82,No
63.5,42.13,12,No
98.83,29.98,12.14,No
39.44,26.09,9.68,No
24.32,26.37,6.94,No
89.75,7.27,6.23,No
98.15,36.28,9.22,No
88.46,10.22,7.46,No
5.76,8.14,7.77,No
6.55,45.64,4.43,No
36.97,24.68,13.05,No
73.94,35.49,9.72,No
57.39,29.59,12.37,Yes
12.16,25.5,9.66,No
60.13,33.75,12.66,Yes
25.29,27.02,1.1,No
37.85,18.27,3.9,No
61,29.83,1.61,Yes
24.63,8.5,10,No
2.53,23.49,3.95,No
7.24,46.25,3.25,No
77.38,47.1,5.42,No
53.08,16.56,8.27,No
72.69,21.11,10.45,No
15.15,37.64,1.16,No
56.39,49.63,7.34,No
95.72,32.53,11.17,No
77.99,48.31,5.16,No
79.66,45.3,7.7,No
66.14,24.65,4.21,No
69.34,49.33,9.7,No
20.09,31.37,0.54,No
13.47,47.51,7,No
69.03,38.65,12.93,No
18.18,14.77,8.36,No
70.99,17.34,11.86,No
12.68,40.86,8.78,No
30.23,22.99,7.3,No
40.16,7.48,6.28,No
41.4,29.24,9.28,No
60.77,39.8,2.12,No
99.79,2.03,9.4,No
32.15,5.26,3.52,No
70.78,15.4,5.06,No
92.34,13.31,10.99,No
53.53,24.76,11.12,No
61.48,23.91,10.18,No
14.92,15.16,8.59,No
36.07,13.4,10.47,No
98.32,3.77,10.16,No
80.24,19.01,0.95,No
66.39,9.39,0.6,No
31.56,49.18,8.14,No
77.07,41.16,0.72,No
28.45,46.96,7.08,No
55.32,48.83,2.11,No
29.14,27.15,1.56,No
